site,year,month,day,replicate,species,stage,length,comments,entered,checked
FEI4,2018,7,17,2,tisc,3,54,,CP,
FEI3,2018,7,17,2,herr,3,54,,TF,
FEI3,2018,7,17,2,herr,3,54,,TF,
FEI3,2018,7,17,2,herr,3,54,,TF,
FEI3,2018,7,17,2,herr,3,54,,TF,
FEI3,2018,7,17,2,grsc,3,54,,TF,
FEI3,2018,7,17,2,tisc,3,54,,TF,
FEI3,2018,7,17,2,tisc,3,54,,TF,
FEI3,2018,7,17,2,reil,3,54,,TF,
FEI3,2018,7,17,2,unar,3,54,,TF,
KOE1,2018,7,18,1,enso,3,54,,KB,
KOE1,2018,7,18,1,enso,3,54,,KB,
KOE1,2018,7,18,1,enso,3,54,,KB,
KOE1,2018,7,18,1,enso,3,54,,KB,
KOE1,2018,7,18,1,saso,3,54,,KB,
ppo,2018,8,23,1,shpe,1,54,,,
ppo,2018,8,23,1,shpe,1,54,,,
ppo,2018,8,23,2,shpe,1,54,,,
ppo,2018,8,23,2,shpe,1,54,,,
ppo,2018,8,23,2,shpe,1,54,,,
ppo,2018,8,23,2,shpe,1,54,,,
ppo,2018,8,23,2,shpe,1,54,,,
ppo,2018,8,23,2,byro,3,54,,,
hdo,2018,8,23,1,shpe,1,54,,,
hdo,2018,8,23,1,shpe,1,54,,,
hdo,2018,8,23,2,shpe,1,54,,,
hdo,2018,8,23,2,shpe,1,54,,,
ssp,2018,8,24,1,saso,3,54,,,
ssp,2018,8,24,1,saso,3,54,,,
ssp,2018,8,24,1,saso,3,54,,,
chp,2018,8,25,1,shpe,1,54,,,
chp,2018,8,25,1,shpe,1,54,,,
chp,2018,8,25,1,shpe,1,54,,,
chp,2018,8,25,1,cqbr,3,54,,,
CHP,2019,7,29,1,BYRO,1,54,,TF,ZM
CHP,2019,7,29,2,BYRO,1,54,,TF,ZM
CHP,2019,7,29,2,BYRO,1,54,,TF,ZM
CHP,2019,7,29,2,BYRO,1,54,,TF,ZM
HDO,2019,7,29,2,SHPE,1,54,,TF,ZM
WFB,2019,7,30,1,PASA,3,54,,KB,TF
WFB,2019,7,30,1,ENSO,3,54,,KB,TF
WFB,2019,7,30,1,ENSO,3,54,,KB,TF
WFB,2019,7,30,1,SASO,3,54,,KB,TF
WFB,2019,7,30,1,SASO,3,54,,KB,TF
WFB,2019,7,30,1,SASO,3,54,,KB,TF
SSP,2019,7,30,1,SASO,3,54,,KB,TF
SSP,2019,7,30,2,SAND,3,54,,KB,TF
PPO,2019,7,31,1,SHPE,1,54,,TF,KB
PPO,2019,7,31,1,SHPE,1,54,,TF,KB
PPO,2019,7,31,1,SHPE,1,54,,TF,KB
PPO,2019,7,31,1,SHPE,1,54,,TF,KB
PPO,2019,7,31,1,SHPE,1,54,,TF,KB
PPO,2019,7,31,1,PASC,3,54,,TF,KB
PBA,2019,7,31,1,SHPE,1,54,,TF,KB
PBA,2019,7,31,2,SHPE,1,54,,TF,KB
PBA,2019,7,31,2,SHPE,1,54,,TF,KB
KIS1,2019,8,1,1,BYRO,1,54,,ZM,KB
KIS1,2019,8,1,1,BYRO,1,54,,ZM,KB
KIS1,2019,8,1,2,BYRO,1,54,,ZM,KB
KIS2,2019,8,1,1,SHPE,1,54,,KB,KB
KIS2,2019,8,1,2,BYRO,1,54,,KB,KB
KIS2,2019,8,1,2,SHPE,1,54,,KB,KB
KIS2,2019,8,1,2,SHPE,1,54,,KB,KB
GOG4,2019,8,2,1,BYRO,1,54,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,54,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,54,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,54,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,54,,TF,ZM
GOG4,2019,8,2,1,BYRO,1,54,,TF,ZM
GOG4,2019,8,2,1,SHPE,1,54,,TF,ZM
GOG4,2019,8,2,1,SHPE,1,54,,TF,ZM
GOG4,2019,8,2,1,BAPI,3,54,,TF,ZM
GOG4,2019,8,2,2,SHPE,1,54,,TF,ZM
GOG4,2019,8,2,2,BYRO,1,54,,TF,ZM
GOG4,2019,8,2,2,BYRO,1,54,,TF,ZM
GOG1,2019,8,2,1,SHPE,1,54,,TF,ZM
GOG1,2019,8,2,1,SHPE,1,54,,TF,ZM
GOG1,2019,8,2,1,SHPE,1,54,,TF,ZM
FAN1,2019,8,3,2,BYRO,1,54,,KB,TF
FAN3,2019,8,3,1,TUBE,3,54,,KB,TF
FAN3,2019,8,3,1,BYRO,1,54,,KB,TF
KOE3,2019,8,4,1,SHPE,1,54,,TF,KB
KOE3,2019,8,4,1,SHPE,1,54,,TF,KB
KOE3,2019,8,4,1,SHPE,1,54,,TF,KB
KOE3,2019,8,4,1,SHPE,1,54,,TF,KB
KOE3,2019,8,4,1,SHPE,1,54,,TF,KB
KOE3,2019,8,4,1,SHPE,1,54,,TF,KB
CHP,2020,7,19,1,BYRO,1,54,,CP,ZM
CHP,2020,7,19,1,BYRO,1,54,,CP,ZM
CHP,2020,7,19,1,BYRO,1,54,,CP,ZM
CHP,2020,7,19,1,BYRO,1,54,,CP,ZM
SSP,2020,7,20,1,SASO,3,54,,AO,
WFB,2020,7,20,1,ENSO,3,54,,AO,
WFB,2020,7,20,1,ENSO,3,54,,AO,
WFB,2020,7,20,1,PASA,3,54,,AO,
WFB,2020,7,20,2,SASO,3,54,,AO,
PPO,2020,7,21,1,TISC,3,54,,AO,
KOE1,2020,7,23,2,SASO,3,54,,ZM,
KIS1,2020,7,24,1,SAND,3,54,,ZM,CP
KIS1,2020,7,24,1,SAND,3,54,,ZM,CP
KIS1,2020,7,24,2,BAPI,3,54,,ZM,CP
FAN1,2020,7,25,1,TISC,3,54,,AO,CP
GOG1,2020,7,26,1,SHPE,1,54,,CP,AO
GOG4,2020,7,26,1,SAND,1,54,,CP,AO
GOG4,2020,7,26,2,SHPE,1,54,,CP,AO
GOG4,2020,7,26,2,SHPE,1,54,,CP,AO
GOG4,2020,7,26,2,SASO,3,54,,CP,AO
GOG4,2020,7,26,2,SASO,3,54,,CP,AO
FAN3,2020,7,25,1,TISC,3,54,,AO,CP
HDO,2021,7,8,1,TISC,3,54,,CP,RO
HDO,2021,7,8,2,TISC,3,54,,CP,RO
HDO,2021,7,8,2,TISC,3,54,,CP,RO
HDO,2021,7,8,2,BUSC,3,54,,CP,RO
CHP,2021,7,8,1,BYRO,1,54,,ZM,RO
CHP,2021,7,8,2,BYRO,1,54,,ZM,RO
SSP,2021,7,9,1,TUBE,3,54,,CP,RO
SSP,2021,7,9,1,TUBE,3,54,,CP,RO
SSP,2021,7,9,1,BYRO,1,54,,CP,RO
SSP,2021,7,9,1,BYRO,1,54,,CP,RO
SSP,2021,7,9,1,BYRO,1,54,,CP,RO
SSP,2021,7,9,1,ENSO,3,54,,CP,RO
SSP,2021,7,9,1,HERR,1,54,,CP,RO
WFB,2021,7,9,1,HERR,1,54,,RO,CP
PPO,2021,7,10,1,TISC,3,54,,CP,RO
PPO,2021,7,10,1,TISC,3,54,,CP,RO
PPO,2021,7,10,1,PEGU,3,54,,CP,RO
PBA,2021,7,10,1,TISC,3,54,,ZM,RO
KOE3,2021,7,11,1,TISC,3,54,,CP,RO
KSI1,2021,7,12,1,BYRO,1,54,,ZM,CP
KSI1,2021,7,12,1,BYRO,1,54,,ZM,CP
KSI1,2021,7,12,2,SAND,3,54,,ZM,CP
KSI1,2021,7,12,2,KEGR,1,54,,ZM,CP
KIS2,2021,7,12,1,PASA,3,54,,RO,KB
KIS2,2021,7,12,2,BYRO,1,54,,RO,KB
KIS2,2021,7,12,2,BYRO,1,54,,RO,KB
KIS2,2021,7,12,2,BYRO,1,54,,RO,KB
KIS2,2021,7,12,2,BYRO,1,54,,RO,KB
GOG1,2021,7,13,1,BYRO,1,54,,KB,CP
GOG1,2021,7,13,1,BYRO,1,54,,KB,CP
GOG1,2021,7,13,2,TUBE,1,54,,KB,CP
GOG1,2021,7,13,2,TUBE,1,54,,KB,CP
GOG1,2021,7,13,2,BYRO,1,54,,KB,CP
GOG1,2021,7,13,2,BYRO,1,54,,KB,CP
GOG4,2021,7,13,1,ENSO,3,54,,RO,KB
GOG4,2021,7,13,2,STSC,3,54,,RO,KB
FAN1,2021,7,14,1,BYRO,1,54,,RO,CP
FAN1,2021,7,14,2,BYRO,1,54,,RO,CP
FAN1,2021,7,14,2,BYRO,1,54,,RO,CP
FAN1,2021,7,14,2,BYRO,1,54,,RO,CP
FAN3,2021,7,14,2,BYRO,1,54,,CP,RO
FAN3,2021,7,14,2,BYRO,1,54,,CP,RO
sni10,2015,8,13,1,herr,3,53.9,,ben,zach
fan1,2015,7,5,1,herr,3,53.8,,ben,ben
sni10,2015,8,13,1,herr,3,53.7,,ben,zach
kis2,2015,7,7,2,herr,3,53.4,,kaia,ben
sni10,2015,8,13,1,herr,3,53.2,,ben,zach
sni10,2015,8,13,1,herr,3,53.2,,ben,zach
ssp,2014,6,11,1,enso,3,53,,midoli,midoli
ssp,2014,6,11,1,sand,3,53,,midoli,midoli
ssp,2014,6,11,2,sisc,3,53,,midoli,midoli
ssp,2014,6,11,2,sand,3,53,,midoli,midoli
ssp,2014,6,11,2,sand,3,53,,midoli,midoli
ssp,2014,6,11,2,sand,3,53,,midoli,midoli
pba,2014,6,12,2,sisc,3,53,,midoli,midoli
kis1,2014,6,13,2,sand,3,53,,carolyn,midoli
ppo,2014,6,14,1,tisc,3,53,,carolyn,midoli
hab4,2014,7,3,1,tisc,3,53,,midoli,midoli
hdo,2014,7,3,2,thst,3,53,,midoli,midoli
fei1,2014,7,11,1&2,bago,3,53,,ben,midoli
fei1,2014,7,11,1&2,bago,3,53,,ben,midoli
kis3,2014,7,12,1,tisc,2,53,,midoli,ben
kis3,2014,7,12,2,thst,2,53,,midoli,ben
fan1,2014,7,13,2,tube,3,53,,ben,ben
sni1,2014,7,14,1,tisc,3,53,,midoli,ben
sni2,2014,7,14,2,tisc,3,53,,midoli,ben
sni3,2014,7,23,2,tube,3,53,,carolyn,ben
gog1,2014,7,26,1,tube,3,53,,midoli/carolyn,ben
fan1,2014,7,27,1,sand,1,53,,midoli/carolyn,ben
fan3,2014,7,27,1,shpe,1,53,,midoli/carolyn,ben
fan3,2014,7,27,2,byro,3,53,,midoli/carolyn,ben
kis6,2014,7,28,1,bapi,1,53,,,ben
gog2,2014,7,30,1,sand,1,53,,midoli,midoli
gog3,2014,7,30,2,saso,3,53,,midoli,midoli
pba,2014,8,13,1,shpe,1,53,,midoli,carolyn
pba,2014,8,13,1,shpe,1,53,,midoli,carolyn
ppo,2014,8,13,1,tisc,2,53,,midoli,carolyn
ppo,2014,8,13,2,shpe,1,53,,midoli,carolyn
ppo,2014,8,13,2,shpe,1,53,,midoli,carolyn
ppo,2014,8,13,2,shpe,1,53,,midoli,carolyn
wfb,2014,8,14,2,saso,3,53,,ben,carolyn
chp,2014,8,14,2,tube,3,53,,ben,carolyn
chp,2014,8,14,2,tube,3,53,,ben,carolyn
ssp,2014,8,14,2,shpe,1,53,,ben,carolyn
ssp,2014,8,14,2,cqbr,3,53,,ben,carolyn
fei3,2014,8,15,1,shpe,1,53,,carolyn,m
fei3,2014,8,15,2,thst,2,53,,carolyn,m
fei4,2014,8,15,1,crgu,1,53,,carolyn,m
fei7,2014,8,25,1,shpe,1,53,,ben,carolyn
ris3,2014,8,25,1,herr,3,53,,carolyn,ben
ris3,2014,8,25,2,kepe,3,53,,carolyn,ben
ssp,2014,9,9,1,masc,3,53,,midoli,carolyn
ssp,2014,9,9,1,pasc,3,53,,midoli,carolyn
pba,2015,5,3,1,thst,2,53,,ben,midoli
chp,2015,5,4,1,sand,1,53,,midoli,ben
chp,2015,5,4,1,sand,1,53,,midoli,ben
chp,2015,5,4,1,sand,1,53,,midoli,ben
chp,2015,5,4,1,sand,1,53,,midoli,ben
chp,2015,5,4,1,sand,1,53,,midoli,ben
pba,2015,5,20,2,tisc,3,53,,midoli/zach,zach
sni5,2015,5,22,1,tisc,3,53,,midoli,zach
sni5,2015,5,22,2,blgo,3,53,,midoli,zach
sni6,2015,5,22,1,blgo,3,53,,midoli,zach
kis8,2015,5,23,1,tisc,3,53,,,zach
kis8,2015,5,23,1,tisc,3,53,,,zach
kis8,2015,5,23,2,bago,3,53,,,zach
wfb,2015,5,31,1,saso,3,53,,zach,ben
wfb,2015,5,31,1,enso,3,53,,zach,ben
ssp,2015,5,31,1,pasa,3,53,,zach,ben
chp,2015,6,2,1,pasa,3,53,,ben,midoli
hab4,2015,6,13,1,tisc,3,53,,ben,midoli
hab5,2015,6,14,1,tisc,2,53,,zach,midoli
hab5,2015,6,14,2,blgo,3,53,,zach,midoli
hab7,2015,6,14,1,tisc,2,53,,zach,midoli
cas2,2015,6,15,1,tube,1,53,,zach,ben
nam1,2015,6,16,1,enso,3,53,,zach,ben
nam1,2015,6,16,1,tisc,3,53,,zach,ben
fei10,2015,6,18,1,tisc,2,53,,,ben
hab6,2015,6,19,1,pasa,3,53,,,ben
wfb,2015,7,1,1,sand,3,53,,,ben
ssp,2015,7,1,1,pasa,3,53,,,ben
sni1,2015,7,4,1,tisc,3,53,,midoli,ben
sni1,2015,7,4,1,tube,3,53,,midoli,ben
sni2,2015,7,4,2,tisc,3,53,,midoli,ben
sni2,2015,7,4,2,enso,3,53,,midoli,ben
fan1,2015,7,5,1,herr,3,53,,ben,ben
fan3,2015,7,5,1,cqbr,3,53,,ben,ben
fan3,2015,7,5,2,herr,3,53,,ben,ben
fan3,2015,7,5,2,herr,3,53,,ben,ben
gog2,2015,7,6,1,enso,3,53,,zach,ben
hab2,2015,7,12,1,saso,3,53,,zach,zach
fei12,2015,7,14,1,tisc,3,53,,ben,zach
fei12,2015,7,14,1,tisc,3,53,,ben,zach
fei12,2015,7,14,1,shpe,1,53,,ben,zach
fei12,2015,7,14,1,prsc,3,53,,ben,zach
ssp,2015,7,28,1,saso,3,53,,ben,zach
ssp,2015,7,28,1,pasa,3,53,,ben,zach
ssp,2015,7,28,1,enso,3,53,,ben,zach
wfb,2015,7,28,1,saso,3,53,,ben,zach
wfb,2015,7,28,1,sand,3,53,,ben,zach
pba,2015,7,30,2,shpe,1,53,,zach,ben
ris1,2015,8,1,1,shpe,1,53,,kaia,zach
fei3,2015,8,2,1,shpe,1,53,,,
fei3,2015,8,2,1,stsc,3,53,,,
fei4,2015,8,2,1,shpe,1,53,,,
fei13,2015,8,12,1,kepe,1,53,,zach,zach
fei13,2015,8,12,1,kepe,1,53,,zach,zach
sni9,2015,8,13,1,cqbr,3,53,,ben,zach
sni9,2015,8,13,1,pasc,3,53,,ben,zach
sni9,2015,8,13,2,kepe,3,53,,ben,zach
sni12,2015,8,14,1,kepe,1,53,,midoli,zach
sni12,2015,8,14,1,kepe,1,53,,midoli,zach
sni12,2015,8,14,1,kepe,1,53,,midoli,zach
sni12,2015,8,14,1,shpe,1,53,,midoli,zach
wfb,2015,9,3,1,saso,3,53,,zach,zach
wfb,2015,9,3,1,saso,3,53,,zach,zach
wfb,2016,4,8,1,saso,3,53,,zach,midoli
wfb,2016,4,8,1,saso,3,53,,zach,midoli
pba,2016,4,9,2,enso,3,53,,zach,midoli
hdo,2016,4,12,2,thst,3,53,,midoli,midoli
chp,2016,5,7,1,pasa,3,53,,midoli,kaia
hdo,2016,5,7,1,thst,3,53,,midoli,kaia
hdo,2016,5,7,1,thst,3,53,,midoli,kaia
hdo,2016,5,7,1,thst,3,53,,midoli,kaia
hdo,2016,5,7,1,wall,3,53,,midoli,kaia
pba,2016,5,9,2,thst,3,53,,zach,kaia
ppo,2016,5,9,2,tisc,3,53,,zach,kaia
ppo,2016,6,3,1,tisc,3,53,,kaia,midoli
ppo,2016,6,3,2,tisc,3,53,,kaia,midoli
chp,2016,6,5,1,kegr,3,53,,midoli,midoli
chp,2016,6,5,1,byro,3,53,,midoli,midoli
pba,2016,6,5,2,tube,3,53,,midoli,midoli
pba,2016,6,5,2,tube,3,53,,midoli,midoli
pba,2016,6,5,2,thst,3,53,,midoli,midoli
ssp,2016,6,6,1,pasa,3,53,,midoli,kaia
hdo,2016,7,2,2,tisc,3,53,,ben,midoli
chp,2016,7,2,1,byro,3,53,,ben,midoli
chp,2016,7,2,1,byro,3,53,,ben,midoli
chp,2016,7,2,1,byro,3,53,,ben,midoli
chp,2016,7,2,1,byro,3,53,,ben,midoli
ppo,2016,7,3,1,byro,3,53,,kaia,midoli
ppo,2016,7,3,2,blgo,3,53,,kaia,midoli
pba,2016,7,3,2,tisc,3,53,,kaia,midoli
ssp,2016,7,4,1,byro,3,53,,kaia,midoli
ssp,2016,7,4,1,byro,3,53,,kaia,midoli
ssp,2016,7,4,1,byro,3,53,,kaia,midoli
ssp,2016,7,4,1,byro,3,53,,kaia,midoli
ssp,2016,7,4,1,byro,3,53,,kaia,midoli
ssp,2016,7,4,1,byro,3,53,,kaia,midoli
ssp,2016,7,4,1,tube,3,53,,kaia,midoli
ssp,2016,7,4,1,enso,3,53,,kaia,midoli
sni2,2016,7,20,1,byro,3,53,,ben,midoli
sni2,2016,7,20,1,byro,3,53,,ben,midoli
sni2,2016,7,20,1,byro,3,53,,ben,midoli
sni2,2016,7,20,1,byro,3,53,,ben,midoli
sni2,2016,7,20,2,byro,3,53,,ben,midoli
sni2,2016,7,20,2,byro,3,53,,ben,midoli
kis1,2016,7,21,1,shpe,1,53,,kaia,midoli
kis1,2016,7,21,1,byro,3,53,,kaia,midoli
kis2,2016,7,22,1,byro,3,53,,gillian,midoli
kis2,2016,7,22,1,byro,3,53,,gillian,midoli
kis2,2016,7,22,2,cabe,3,53,,gillian,midoli
kis2,2016,7,22,2,cabe,3,53,,gillian,midoli
gog4,2016,7,22,1,shpe,1,53,,gillian,midoli
gog4,2016,7,22,1,byro,3,53,,gillian,midoli
gog4,2016,7,22,1,byro,3,53,,gillian,midoli
gog4,2016,7,22,1,byro,3,53,,gillian,midoli
gog4,2016,7,22,1,pasa,3,53,,gillian,midoli
gog4,2016,7,22,2,cabe,3,53,,gillian,midoli
gog1,2016,7,22,1,shpe,1,53,,gillian,midoli
ris3,2016,7,23,1,blgo,3,53,,ben,midoli
ris1,2016,7,23,1,shpe,1,53,,ben,midoli
fan1,2016,7,24,1,pasc,3,53,,kaia,midoli
fan3,2016,7,24,1,byro,3,53,,kaia,midoli
fei3,2016,7,25,1,byro,3,53,,kaia,midoli
fei3,2016,7,25,1,byro,3,53,,kaia,midoli
fei3,2016,7,25,1,byro,3,53,,kaia,midoli
fei3,2016,7,25,1,byro,3,53,,kaia,midoli
fei3,2016,7,25,1,shpe,1,53,,kaia,midoli
fei3,2016,7,25,1,pasc,3,53,,,midoli
fei4,2016,7,25,1,shpe,1,53,,kaia,midoli
fei4,2016,7,25,1,shpe,1,53,,kaia,midoli
fei4,2016,7,25,1,shpe,1,53,,kaia,midoli
fei4,2016,7,25,1,blgo,3,53,,kaia,midoli
fei4,2016,7,25,1,blgo,3,53,,kaia,midoli
fei4,2016,7,25,2,tisc,3,53,,kaia,midoli
fei4,2016,7,25,2,tisc,3,53,,kaia,midoli
wfb,2016,8,2,1,sand,3,53,,midoli,ben
ssp,2016,8,2,1,shpe,1,53,,midoli,ben
ppo,2016,8,3,1,shpe,1,53,,midoli,ben
chp,2016,8,3,1,byro,3,53,,midoli,ben
chp,2016,8,3,1,byro,3,53,,midoli,ben
chp,2016,8,3,1,byro,3,53,,midoli,ben
pba,2016,8,4,1,shpe,1,53,,kaia,midoli
hdo,2016,8,4,1,shpe,1,53,,kaia,midoli
hdo,2016,8,4,2,blgo,3,53,,kaia,midoli
hab4,2016,8,5,1,tisc,3,53,,midoli,kaia
hab4,2016,8,5,1,byro,3,53,,midoli,kaia
hab2,2016,8,5,1,sand,3,53,,midoli,kaia
hab2,2016,8,5,1,byro,3,53,,midoli,kaia
ssp,2016,9,17,1,byro,3,53,,ben,
wfb,2016,9,17,1,saso,3,53,,ben,
pba,2016,9,18,2,tisc,3,53,,ben,
hdo,2016,11,15,1,thst,1,53,,gsb,ben
hdo,2016,11,15,1,thst,1,53,,gsb,ben
hdo,2016,11,15,1,thst,1,53,,gsb,ben
ppo,2016,11,15,2,pasc,3,53,,gsb,ben
pba,2017,4,1,2,thst,3,53,,tyrel,tyrel
pba,2017,5,24,2,enso,3,53,,ang,kdb
wfb,2017,5,26,1,sand,3,53,,kdb,
wfb,2017,5,26,1,pasa,3,53,,kdb,
ssp,2017,5,26,1,kegr,3,53,,kdb,
ppo,2017,6,11,1,sand,3,53,,tyrel,
chp,2017,6,12,1,tisc,3,53,,neha,
chp,2017,6,12,1,tisc,3,53,,neha,
chp,2017,6,12,1,tisc,3,53,,neha,
chp,2017,6,12,1,pasa,3,53,,neha,
hdo,2017,6,12,1,enso,3,53,,neha,
ssp,2017,6,13,1,pasa,3,53,,neha,
ssp,2017,6,13,1,pasa,3,53,,neha,
wfb,2017,7,8,1,saso,3,53,,kdb,nap
wfb,2017,7,8,1,sand,3,53,,kdb,nap
wfb,2017,7,8,1,sand,3,53,,kdb,nap
wfb,2017,7,8,1,sand,3,53,,kdb,nap
wfb,2017,7,8,1,enso,3,53,,kdb,nap
ssp,2017,7,8,1,paco,3,53,,kdb,nap
hab4,2017,7,20,1,tisc,3,53,,jg,kaia
fei3,2017,7,22,1,tisc,3,53,,jg,kaia
sni1,2017,7,23,1,crgu,3,53,,jg,kaia
sni1,2017,7,23,2,tube,3,53,,jg,kaia
sni1,2017,7,23,2,reil,3,53,,jg,kaia
kis2,2017,7,24,2,byro,3,53,,jg,kaia
ris3,2017,7,25,1,enso,3,53,,jg,kaia
ris3,2017,7,25,1,tisc,3,53,,jg,kaia
gog4,2017,7,26,1,pegu,3,53,,jg,jg
gog1,2017,7,26,1,sisc,3,53,,jg,jg
koe3,2017,7,27,1,byro,3,53,,jg,jg
koe3,2017,7,27,1,byro,3,53,,jg,jg
koe3,2017,7,27,1,byro,3,53,,jg,jg
koe3,2017,7,27,1,byro,3,53,,jg,jg
koe3,2017,7,27,1,byro,3,53,,jg,jg
koe1,2017,7,27,1,saso,3,53,,jg,jg
koe1,2017,7,27,1,enso,3,53,,jg,jg
ppo,2017,8,23,1,tube,3,53,,kaia,bmm
hdo,2017,8,23,1,shpe,1,53,,kaia,bmm
hdo,2017,8,23,1,shpe,1,53,,kaia,bmm
pba,2017,8,24,1,shpe,1,53,,kaia,bmm
pba,2017,8,24,1,shpe,1,53,,kaia,bmm
chp,2017,8,24,2,shpe,1,53,,kaia,bmm
ssp,2018,3,21,1,pasa,3,53,,ben,
ssp,2018,3,21,1,pasa,3,53,,ben,
chp,2018,5,29,2,pasa,3,53,,,
chp,2018,5,29,2,sisc,3,53,,,
ppo,2018,5,29,1,thst,3,53,,,
ppo,2018,5,29,1,thst,3,53,,,
ppo,2018,5,29,1,thst,3,53,,,
ppo,2018,5,29,1,thst,3,53,,,
ppo,2018,5,29,1,tisc,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
ppo,2018,5,29,1,herr,3,53,,,
pba,2018,5,30,1,grsc,3,53,,,
hdo,2018,5,30,1,pasa,3,53,,,
hdo,2018,5,30,1,tomc,3,53,,,
hdo,2018,5,30,1,tomc,3,53,,,
hdo,2018,5,30,1,tomc,3,53,,,
hdo,2018,5,30,1,ling,3,53,,,
hdo,2018,5,30,2,thst,3,53,,,
hdo,2018,5,30,2,thst,3,53,,,
hdo,2018,5,30,2,thst,3,53,,,
hdo,2018,5,30,2,thst,3,53,,,
hdo,2018,5,30,2,thst,3,53,,,
hdo,2018,5,30,2,thst,3,53,,,
hdo,2018,5,30,2,thst,3,53,,,
hdo,2018,5,30,2,pasa,3,53,,,
wfb,2018,5,31,1,kegr,3,53,,,
wfb,2018,5,31,1,enso,3,53,,,
wfb,2018,5,31,1,enso,3,53,,,
wfb,2018,5,31,1,enso,3,53,,,
wfb,2018,5,31,1,enso,3,53,,,
wfb,2018,5,31,1,pasa,3,53,,,
wfb,2018,5,31,1,sand,3,53,,,
wfb,2018,5,31,1,sand,3,53,,,
wfb,2018,5,31,2,sand,3,53,,,
wfb,2018,5,31,2,sand,3,53,,,
ssp,2018,5,31,1,sisc,3,53,,,
chp,2018,7,10,1,tisc,3,53,,CP,
chp,2018,7,10,2,byro,3,53,,CP,
chp,2018,7,10,2,byro,3,53,,CP,
chp,2018,7,10,2,tisc,3,53,,CP,
pba,2018,7,10,1,unar,3,53,,CP,
hab4,2018,7,11,1,grsc,3,53,,TF,TF
hab4,2018,7,11,1,grsc,3,53,,TF,TF
hab4,2018,7,11,1,grsc,3,53,,TF,TF
hab4,2018,7,11,1,crgu,3,53,,TF,TF
hab4,2018,7,11,1,tisc,3,53,,TF,TF
hab4,2018,7,11,1,tisc,3,53,,TF,TF
hab4,2018,7,11,1,tisc,3,53,,TF,TF
hab4,2018,7,11,1,tisc,3,53,,TF,TF
hab4,2018,7,11,1,tisc,3,53,,TF,TF
hab4,2018,7,11,1,stfl,3,53,,TF,TF
hab68,2018,7,11,2,tisc,3,53,,TF,
hab69,2018,7,11,2,tisc,3,53,,TF,
hab77,2018,7,11,2,tisc,3,53,,TF,
hab84,2018,7,11,2,crgu,3,53,,TF,
ppo,2018,7,11,2,grsc,3,53,,cp,
HAB2,2018,7,12,1,sand,3,53,,op,
HAB2,2018,7,12,1,sand,3,53,,op,
WFB,2018,7,12,1,sand,3,53,,op,
WFB,2018,7,12,1,sand,3,53,,op,
WFB,2018,7,12,1,sand,3,53,,op,
WFB,2018,7,12,2,herr,3,53,,op,
WFB,2018,7,12,2,saso,3,53,,op,
WFB,2018,7,12,2,enso,3,53,,op,
WFB,2018,7,12,2,enso,3,53,,op,
WFB,2018,7,12,2,saso,3,53,,op,
ssp,2018,7,12,2,pasa,3,53,,zm,
KIS1,2018,7,13,1,BYRO,1,53,,ZM,TF
KIS1,2018,7,13,1,CRGU,3,53,,ZM,TF
KIS2,2018,7,13,1,HERR,1,53,,ZM,TF
KIS2,2018,7,13,1,HERR,1,53,,ZM,TF
KIS2,2018,7,13,1,HERR,1,53,,ZM,TF
KIS2,2018,7,13,1,HERR,1,53,,ZM,TF
KIS2,2018,7,13,1,HERR,1,53,,ZM,TF
KIS2,2018,7,13,1,HERR,1,53,,ZM,TF
KIS2,2018,7,13,1,HERR,1,53,,ZM,TF
KIS2,2018,7,13,1,HERR,1,53,,ZM,TF
KIS2,2018,7,13,1,SAND,3,53,,ZM,TF
KIS2,2018,7,13,1,SAND,3,53,,ZM,TF
KIS2,2018,7,13,1,SAND,3,53,,ZM,TF
KIS2,2018,7,13,2,BYRO,1,53,,ZM,TF
KIS2,2018,7,13,2,PEGU,3,53,,ZM,TF
GOG4,2018,7,14,1,BYRO,3,53,,TF,
GOG4,2018,7,14,1,BYRO,3,53,,TF,
GOG4,2018,7,14,1,BYRO,3,53,,TF,
GOG4,2018,7,14,1,BYRO,3,53,,TF,
GOG4,2018,7,14,1,BYRO,3,53,,TF,
GOG4,2018,7,14,1,BYRO,3,53,,TF,
GOG4,2018,7,14,1,ENSO,3,53,,TF,
GOG4,2018,7,14,1,ENSO,3,53,,TF,
GOG4,2018,7,14,1,ENSO,3,53,,TF,
GOG4,2018,7,14,1,TUBE,3,53,,TF,
GOG1,2018,7,14,2,SHPE,1,53,,TF,
